competition_section,match_number,match_date,date_raw,tournament,round,stadium,home_team,away_team,home_score,away_score,score_note,home_scorers,away_scorers
copas_nacionales,7,1993-07-11,11 de julio de 1993,Copa Centenario,Primera fase,Estadio José Amalfitani; (Vélez Sarsfield),River Plate,Boca Juniors,1,0,(t.s.),"Silvani (116, Gol de Oro)",
copas_nacionales,8,2018-03-14,14 de marzo de 2018,Supercopa Argentina 2017,Final,Malvinas Argentinas,Boca Juniors,River Plate,0,2,,,"G. Martínez (p. 23), I. Scocco (70)"
copas_nacionales,9,2021-01-02,2 de enero de 2021,Copa de la Liga Profesional 2020,Fase campeón,La Bombonera,Boca Juniors,River Plate,2,2,,"R. Ábila (9), S. Villa (85)","F. Girotti (73), R. Borré (76)"
copas_nacionales,10,2021-03-14,14 de marzo de 2021,Copa de la Liga Profesional 2021,Primera fase,La Bombonera,Boca Juniors,River Plate,1,1,,S. Villa (p. 41),A. Palavecino (67)
copas_nacionales,11,2021-05-16,16 de mayo de 2021,Copa de la Liga Profesional 2021,Cuartos de final,La Bombonera,Boca Juniors,River Plate,1,1,(4-2p.),C. Tévez (11),J. Álvarez (68)
copas_nacionales,12,2021-08-04,4 de agosto de 2021,Copa Argentina 2019/20,Octavos de final,Ciudad de la Plata,Boca Juniors,River Plate,0,0,(4-1p.),,
copas_nacionales,13,2022-03-20,20 de marzo de 2022,Copa de la Liga Profesional 2022,Primera fase,El Monumental,River Plate,Boca Juniors,0,1,,,S. Villa (54)
copas_nacionales,14,2023-10-01,1 de octubre de 2023,Copa de la Liga Profesional 2023,Primera fase,La Bombonera,Boca Juniors,River Plate,0,2,,,"S. Rondón (41), E. Díaz (90+6)"
copas_nacionales,15,2024-02-25,25 de febrero de 2024,Copa de la Liga Profesional 2024,Primera fase,El Monumental,River Plate,Boca Juniors,1,1,,P. Solari (49),C. Medina (70)
copas_nacionales,16,2024-04-21,21 de abril de 2024,Copa de la Liga Profesional 2024,Cuartos de final,Mario Alberto Kempes,River Plate,Boca Juniors,2,3,,"M. Borja (10), P. Díaz (90+7)","M. Merentiel (45+1, 67), E. Cavani (62)"
copa_libertadores,01,1966-02-10,10/02/1966,Primera Fase,R. 1,El Monumental,River Plate,Boca Juniors,2,1,,"Sarnari (35), Bayo (41)",A. H. Rojas (61)
copa_libertadores,02,1966-03-24,24/03/1966,Primera Fase,R. 10,La Bombonera,Boca Juniors,River Plate,2,0,,"A. H. Rojas (46, 49)",
copa_libertadores,03,1966-04-14,14/04/1966,Segunda Fase,R. 2,El Monumental,River Plate,Boca Juniors,2,2,,"Sarnari (60), Silvero (e. c. 76)","Madurga (5), A. H. Rojas (8)"
copa_libertadores,04,1966-05-04,04/05/1966,Segunda Fase,R. 6,La Bombonera,Boca Juniors,River Plate,1,0,,A. H. Rojas (17),
copa_libertadores,05,1970-02-17,17/02/1970,Primera Fase,R. 1,El Monumental,River Plate,Boca Juniors,1,3,,Gennoni (27),"Villagra (14), Coch (78, 89)"
copa_libertadores,06,1970-03-19,19/03/1970,Primera Fase,R. 6,La Bombonera,Boca Juniors,River Plate,2,1,,"Larrosa (15), Savoy (40)",D. Onega (80)
copa_libertadores,07,1970-04-16,16/04/1970,Segunda Fase,R. 2,El Monumental,River Plate,Boca Juniors,1,0,,C. Rodríguez (33),
copa_libertadores,08,1970-04-30,30/04/1970,Segunda Fase,R. 4,La Bombonera,Boca Juniors,River Plate,1,1,,A. C. Rojas (81),D. Onega (65)
copa_libertadores,09,1977-03-09,09/03/1977,Primera Fase,R. 1,La Bombonera,Boca Juniors,River Plate,1,0,,Mouzo (89),
copa_libertadores,10,1977-05-18,18/05/1977,Primera Fase,R. 6,Estadio Tomás Adolfo Ducó; (Huracán),River Plate,Boca Juniors,0,0,,,
copa_libertadores,11,1978-09-19,19/09/1978,Segunda Fase,R. 1,La Bombonera,Boca Juniors,River Plate,0,0,,,
copa_libertadores,12,1978-10-17,17/10/1978,Segunda Fase,R. 4,El Monumental,River Plate,Boca Juniors,0,2,,,"Mastrángelo (64), Salinas (77)"
copa_libertadores,13,1982-08-05,05/08/1982,Primera Fase,R. 2,La Bombonera,Boca Juniors,River Plate,0,0,,,
copa_libertadores,14,1982-09-30,30/09/1982,Primera Fase,R. 6,El Monumental,River Plate,Boca Juniors,1,0,,Bulleri (64),
copa_libertadores,15,1986-07-09,09/07/1986,Primera Fase,R. 1,La Bombonera,Boca Juniors,River Plate,1,1,,Graciani (p. 34),Alfaro (45)
copa_libertadores,16,1986-08-20,20/08/1986,Primera Fase,R. 6,El Monumental,River Plate,Boca Juniors,1,0,,Alzamendi (61),
copa_libertadores,17,1991-02-27,27/02/1991,Primera Fase,R. 1,La Bombonera,Boca Juniors,River Plate,4,3,,"Latorre (28, 87), Giunta (56), Marchesini (71)","Borrelli (9, p. 31), Zapata (11)"
copa_libertadores,18,1991-03-20,20/03/1991,Primera Fase,R. 4,El Monumental,River Plate,Boca Juniors,0,2,,,"Batistuta (p. 23, 87)"
copa_libertadores,19,2000-05-17,17/05/2000,Cuartos de final,Ida,El Monumental,River Plate,Boca Juniors,2,1,,"Ángel (15), Saviola (47)",Riquelme (30)
copa_libertadores,20,2000-05-24,24/05/2000,Cuartos de final,Vuelta,La Bombonera,Boca Juniors,River Plate,3,0,,"Delgado (58), Riquelme (p. 85), Palermo (90+4)",
copa_libertadores,21,2004-06-10,10/06/2004,Semifinal,Ida,La Bombonera,Boca Juniors,River Plate,1,0,,Schiavi (28),
copa_libertadores,22,2004-06-17,17/06/2004,Semifinal,Vuelta,El Monumental,River Plate,Boca Juniors,2,1,(4-5p.),"L. González (51), Nasuti (90+3)",C. Tévez (89)
copa_libertadores,23,2015-05-07,07/05/2015,Octavos de final,Ida,El Monumental,River Plate,Boca Juniors,1,0,,C. Sánchez (p. 81),
copa_libertadores,24,2015-05-14,14/05/2015,Octavos de final,Vuelta,La Bombonera,Boca Juniors,River Plate,0,0,,,
copa_libertadores,25,2018-11-11,11/11/2018,Final,Ida,La Bombonera,Boca Juniors,River Plate,2,2,,"R. Ábila (33), D. Benedetto (45)","L. Pratto (35), C. Izquierdoz (e. c. 60)"
copa_libertadores,26,2018-12-09,9/12/2018,Final,Vuelta,Estadio Santiago Bernabéu; (Real Madrid),River Plate,Boca Juniors,3,1,(t.s),"L. Pratto (68), J. Quintero (109), G. Martínez (120+2)",D. Benedetto (44)
copa_libertadores,27,2019-10-01,1/10/2019,Semifinal,Ida,El Monumental,River Plate,Boca Juniors,2,0,,"R. Borré (p. 6), I. Fernández (69)",
copa_libertadores,28,2019-10-22,22/10/2019,Semifinal,Vuelta,La Bombonera,Boca Juniors,River Plate,1,0,,J. Hurtado (79),
otras_copas_internacionales,1,1994-10-05,5 de octubre de 1994,Supercopa Sudamericana,Cuartos de final,El Monumental,River Plate,Boca Juniors,0,0,,,
otras_copas_internacionales,2,1994-10-12,12 de octubre de 1994,Supercopa Sudamericana,Cuartos de final,La Bombonera,Boca Juniors,River Plate,1,1,(5-4p.),L. Carranza (6),Francescoli (48)
otras_copas_internacionales,3,2014-11-20,20 de noviembre de 2014,Copa Sudamericana,Semifinal,La Bombonera,Boca Juniors,River Plate,0,0,,,
otras_copas_internacionales,4,2014-11-27,27 de noviembre de 2014,Copa Sudamericana,Semifinal,El Monumental,River Plate,Boca Juniors,1,0,,Pisculichi (16),
amistosos,001,1908-08-02,2 de agosto de 1908,Amistoso,,River Plate,River Plate,Boca Juniors,1,2,,S/D,S/D
amistosos,002,1912-12-15,15 de diciembre de 1912,Amistoso,,Boca Juniors,Boca Juniors,River Plate,1,1,,S/D,S/D
amistosos,003,1936-01-11,11 de enero de 1936,Torneo Internacional Nocturno Rioplatense,,El Gasómetro; (San Lorenzo),Boca Juniors,River Plate,3,3,,"Providente (5), Varallo (51), Garibaldi (77)","Castillo (12), Rongo (34, 51)"
amistosos,004,1937-10-12,12 de octubre de 1937,Amistoso,,El Gasómetro; (San Lorenzo),Boca Juniors,River Plate,3,2,,"Careri (10), A. González (35, 68)","Moreno (2), Pedernera (16)"
amistosos,005,1938-02-12,12 de febrero de 1938,Torneo Internacional Nocturno Rioplatense,,El Gasómetro; (San Lorenzo),Boca Juniors,River Plate,3,1,,"Mesa (57), A. González (60), Sabio (88)",Rongo (5)
amistosos,006,1940-01-20,20 de enero de 1940,Torneo Triangular I,,El Gasómetro; (San Lorenzo),Boca Juniors,River Plate,3,2,,"Mingo (1), Valsecchi (40, 70)","R. D’Alessandro (36), Labruna (84)"
amistosos,007,1940-03-24,24 de marzo de 1940,Torneo Triangular II,,El Gasómetro; (San Lorenzo),Boca Juniors,River Plate,1,2,,Gandulla (8),"Labruna (19), Peucelle (57)"
amistosos,008,1941-02-06,6 de febrero de 1941,Torneo Triangular I,,El Gasómetro; (San Lorenzo),Boca Juniors,River Plate,3,2,,"Gandulla (9, 47), Sarlanga (73)","Deambrossi (11), Pedernera (37)"
amistosos,009,1941-02-12,12 de febrero de 1941,Torneo Triangular II,,Chacarita Juniors,Boca Juniors,River Plate,2,2,,"Gandulla (5, 49)","R. D’Alessandro (24), Deambrossi (43)"
amistosos,010,1942-01-17,17 de enero de 1942,Torneo Triangular I,,El Gasómetro; (San Lorenzo),Boca Juniors,River Plate,3,2,,"Rosell (3), Alarcón (7, 36)","Rivero (78), Deambrossi (82)"
amistosos,011,1942-01-28,28 de enero de 1942,Torneo Triangular II,,El Gasómetro; (San Lorenzo),Boca Juniors,River Plate,0,3,,,"F. Sánchez (62), R. D’Alessandro (77), Deambrossi (82)"
amistosos,012,1942-02-07,7 de febrero de 1942,Torneo Cuadrangular de Rosario,,Newell's Old Boys,Boca Juniors,River Plate,3,0,,"Corcuera (8), Rosell (20), Boyé (63)",
amistosos,013,1946-04-07,7 de abril de 1946,Amistoso,,El Gasómetro; (San Lorenzo),Boca Juniors,River Plate,0,1,,,Labruna (60)
amistosos,014,1948-08-17,17 de agosto de 1948,Amistoso,,El Gasómetro; (San Lorenzo),Boca Juniors,River Plate,1,5,,Geronis (p. 64),"Di Stéfano (27, 36, 42), Rossi (p. 70), Labruna (80)"
amistosos,015,1951-03-18,18 de marzo de 1951,Amistoso,,Estadio Tomás Adolfo Ducó; (Huracán),Boca Juniors,River Plate,4,5,,"J. Martínez (22), Campana (28), Pentrelli (48), Borello (54)","Gómez (20), Muñóz (42), H. Ferrari (47), Labruna (p. 62, 65)"
amistosos,016,1955-12-29,29 de diciembre de 1955,Hexagonal Internacional,,"Centenario; (Montevideo, Uruguay)",Boca Juniors,River Plate,5,2,,"Etcheverry (6), Boyé (33, p. 56, 63, 69)","Gómez (5), Menéndez (12)"
amistosos,017,1958-12-30,30 de diciembre de 1958,Torneo Cuadrangular,,Belgrano; (Córdoba),Boca Juniors,River Plate,1,2,,Nardiello (37),"Menéndez (18), De Bourgoing (p. 20)"
amistosos,018,1961-01-10,10 de enero de 1961,Octogonal de Verano,,El Monumental,Boca Juniors,River Plate,1,1,,Grillo (53),E. Onega (49)
amistosos,019,1961-06-04,4 de junio de 1961,Amistoso,,El Monumental,Boca Juniors,River Plate,2,2,,"Almir (32), Valentim (34)","Delem (28), Pepillo (51)"
amistosos,020,1964-04-19,19 de abril de 1964,Copa Jorge Newbery,,El Monumental,Boca Juniors,River Plate,4,0,,"Silveira (2), Valentim (26, p. 29), A. M. González (49)",
amistosos,021,1964-04-22,22 de abril de 1964,Amistoso,,Talleres; (Córdoba),Boca Juniors,River Plate,0,0,,,
amistosos,022,1964-07-16,16 de julio de 1964,Copa Iberoamericana,,El Monumental,Boca Juniors,River Plate,1,3,,B. Ferreira (7),"Artime (18, 81), Matosas (51)"
amistosos,023,1968-08-22,22 de agosto de 1968,Copa Ciudad de Buenos Aires,,La Bombonera,Boca Juniors,River Plate,0,0,,,
amistosos,024,1970-08-01,1 de agosto de 1970,Copa Ciudad de Rosario,,Newell's Old Boys,Boca Juniors,River Plate,2,2,(1-2p.),"Cabrera (62), Suñé (82)","Laraignée (7), Morete (42)"
amistosos,025,1974-01-23,23 de enero de 1974,Copa de Oro de MDP,,General San Martín; (Mar del Plata),Boca Juniors,River Plate,0,0,,,
amistosos,026,1974-04-16,16 de abril de 1974,Torneo Jardín de la República,,Atlético Tucumán,Boca Juniors,River Plate,1,2,,Letanú (90),"Morete (13, 26)"
amistosos,027,1974-06-04,4 de junio de 1974,Torneo Madre de las Ciudades,,Central Córdoba; (Santiago del Estero),Boca Juniors,River Plate,2,0,,"Ferrero (63), Ponce (80)",
amistosos,028,1974-06-15,15 de junio de 1974,Copa Tacita de Plata,,Gimnasia y Esgrima; (Jujuy),Boca Juniors,River Plate,0,2,,,"Marchetti (56), Morete (70)"
amistosos,029,1974-06-20,20 de junio de 1974,Copa Ciudad de Santa Fe,,Colón de Santa Fe,Boca Juniors,River Plate,0,1,,,Mastrángelo (65)
amistosos,030,1974-06-23,23 de junio de 1974,Trofeo Liga del Sur,,Olimpo; (Bahía Blanca),Boca Juniors,River Plate,0,0,,,
amistosos,031,1974-06-30,30 de junio de 1974,Amistoso,,Cipolletti; (Río Negro),Boca Juniors,River Plate,0,1,,,López (74)
amistosos,032,1975-02-10,10 de febrero de 1975,Copa de Oro de MDP,,General San Martín; (Mar del Plata),Boca Juniors,River Plate,2,2,,"Potente (14), Tarantini (60)","Alonso (p. 21), Más (37)"
amistosos,033,1977-02-12,12 de febrero de 1977,Copa de Oro de MDP,,General San Martín; (Mar del Plata),Boca Juniors,River Plate,0,0,,,
amistosos,034,1978-02-25,25 de febrero de 1978,Copa de Oro de MDP,,General San Martín; (Mar del Plata),Boca Juniors,River Plate,1,1,,Mouzo (p. 51),Alonso (p. 68)
amistosos,035,1978-02-27,27 de febrero de 1978,Copa Ciudad de Montevideo,,"Centenario (Montevideo, Uruguay)",Boca Juniors,River Plate,0,2,,,"Alonso (p. 8, 61)"
amistosos,036,1979-02-21,21 de febrero de 1979,Torneo de Mar del Plata,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,0,1,,,Galletti (76)
amistosos,037,1979-03-21,21 de marzo de 1979,Copa de los Grandes,,Mario A. Kempes; (Córdoba),Boca Juniors,River Plate,3,1,,"Salinas (18), Zanabria (55), Robles (57)",R. Díaz (83)
amistosos,038,1979-06-03,3 de junio de 1979,Copa Torneo de Campeones,,El Monumental,Boca Juniors,River Plate,0,1,,,Galletti (35)
amistosos,039,1980-02-06,6 de febrero de 1980,Copa de Oro de MDP,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,1,1,,Bordón (33),Alonso (11)
amistosos,040,1980-07-16,16 de julio de 1980,Amistoso,,Malvinas Argentinas (Mendoza),Boca Juniors,River Plate,1,1,,Ribolzi (p. 48),R. Díaz (34)
amistosos,041,1982-02-06,6 de febrero de 1982,Copa de Oro de MDP,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,0,1,,,R. Díaz (15)
amistosos,042,1983-02-26,26 de febrero de 1983,Copa de Oro de MDP,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,2,1,,"Krasouski (1), Berta (58)",Nieto (33)
amistosos,043,1984-02-01,1 de febrero de 1984,Copa Ciudad de Montevideo,,"Centenario; (Montevideo, Uruguay)",Boca Juniors,River Plate,2,0,,"Gareca (38), Porté (82)",
amistosos,044,1984-02-16,16 de febrero de 1984,Copa de Oro de MDP,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,3,0,,"Gareca (p. 43, 47, 68)",
amistosos,045,1985-02-26,26 de febrero de 1985,Copa de Oro de MDP,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,2,3,,"Giachello (13), Passucci (p. 56)","Gallego (15), H. Enrique (32) Amuchástegui (48)"
amistosos,046,1985-12-20,20 de diciembre de 1985,Copa Diario La Capital,,Rosario Central,Boca Juniors,River Plate,1,1,(3-4p.),Brown (p. 64),Morresi (71)
amistosos,047,1986-01-11,11 de enero de 1986,Copa de Oro de MDP 1.ª edición,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,1,1,,Fornés (31),Karabín (75)
amistosos,048,1986-02-11,11 de febrero de 1986,Copa de Oro de MDP 2.ª edición,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,0,1,,,Gorosito (83)
amistosos,049,1986-03-27,27 de marzo de 1986,Copa Cuadrangular de Grandes,,Mario A. Kempes; (Córdoba),Boca Juniors,River Plate,1,1,(5-4p.),Graciani (41),Francescoli (p. 51)
amistosos,050,1987-01-28,28 de enero de 1987,Copa de Oro de MDP,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,3,3,,"Rinaldi (23), Comas (67), Hrabina (90)","Hernández (p. 45), Funes (62), Alzamendi (67)"
amistosos,051,1987-02-11,11 de febrero de 1987,Copa Municipalidad Gral. Pueyrredón,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,1,3,,Graciani (p. 87),"Abramovich (e. c. 24), Erbín (75), Caniggia (76)"
amistosos,052,1987-02-26,26 de febrero de 1987,Copa Ciudad de Mar del Plata,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,2,2,,"Comas (38, 62)","Gorosito (49), Hernández (81)"
amistosos,053,1988-01-27,27 de enero de 1988,Copa de Oro de MDP,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,1,0,,Graciani (48),
amistosos,054,1988-02-23,23 de febrero de 1988,Copa Ciudad de Mar del Plata,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,2,1,,"Comas (43), Melgar (51)",Alzamendi (p. 50)
amistosos,055,1990-01-20,20 de enero de 1990,Copa de Oro de MDP,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,0,0,,,
amistosos,056,1990-02-19,19 de febrero de 1990,Copa Ciudad de Mar del Plata,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,0,1,,,Serrizuela (32)
amistosos,057,1991-01-26,26 de enero de 1991,Copa de Oro de MDP,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,2,1,,"Tapia (14, 81)",J. Higuaín (30)
amistosos,058,1991-02-16,16 de febrero de 1991,Copa Ciudad de Mar del Plata,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,2,0,,"Batistuta (p. 4, 50)",
amistosos,059,1992-01-22,22 de enero de 1992,Copa de Oro de MDP,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,2,1,,"Cabañas (49), Apud (60)",Zapata (71)
amistosos,060,1992-02-17,17 de febrero de 1992,Copa Ciudad de Mar del Plata / Copa Revancha,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,1,0,,J. L. Villarreal (43),
amistosos,061,1993-01-23,23 de enero de 1993,Copa de Oro de MDP,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,2,2,,"A. Acosta (27, 60)","R. Díaz (46), Ortega (83)"
amistosos,062,1993-01-27,27 de enero de 1993,Copa Desafío,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,1,0,,A. Acosta (64),
amistosos,063,1993-02-10,10 de febrero de 1993,Copa Ciudad de Mar del Plata,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,1,1,,Cabañas (76),Cáceres (35)
amistosos,064,1993-02-13,13 de febrero de 1993,Copa Revancha,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,1,2,,S. Martínez (22),"R. Díaz (14, 57)"
amistosos,065,1994-01-26,26 de enero de 1994,Copa Desafío,,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,2,1,,"Mancuso (43), Márcico (53)",Villalba (76)
amistosos,066,1994-02-19,19 de febrero de 1994,Copa de Oro de Mendoza,,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,1,0,,Márcico (27),
amistosos,067,1994-02-23,23 de febrero de 1994,Copa Revancha,,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,3,1,,"Mac Allister (13), R. Da Silva (54), A. Acosta (88)",Rivarola (84)
amistosos,068,1995-01-28,28 de enero de 1995,Copa Desafío,,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,0,2,,,"Amato (13), Berti (85)"
amistosos,069,1995-02-15,15 de febrero de 1995,Copa Revancha,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,0,0,(2-4p.),,
amistosos,070,1995-07-03,3 de julio de 1995,Copa Brahma,,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,2,1,,"Saldaña (58), Márcico (p. 67)",Rivarola (47)
amistosos,071,1996-01-27,27 de enero de 1996,Copa Desafío,,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,0,1,,,Rivarola (p. 62)
amistosos,072,1996-02-15,15 de febrero de 1996,Copa Revancha,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,0,1,,,Francescoli (14)
amistosos,073,1997-01-30,30 de enero de 1997,Copa Desafío,,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,4,1,,"Rambert (p. 37, 39), Altamirano (e. c. 42), Cedrés (p. 88)",Escudero (56)
amistosos,074,1997-02-16,16 de febrero de 1997,Copa Revancha,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,1,1,(3-5p.),Cagna (64),Astrada (53)
amistosos,075,1998-01-24,24 de enero de 1998,Copa Desafío,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,0,0,(4-3p.),,
amistosos,076,1998-02-10,10 de febrero de 1998,Copa Revancha,,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,0,0,(4-2p.),,
amistosos,077,1999-01-27,27 de enero de 1999,Copa Desafío,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,2,1,,"Gvo. Barros Schelotto (27), Basualdo (69)",Saviola (39)
amistosos,078,1999-03-10,10 de marzo de 1999,Copa Revancha,,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,3,0,,"Palermo (15, 52, 83)",
amistosos,079,2000-01-14,14 de enero de 2000,Copa Ciudad de Córdoba,,Mario A. Kempes; (Córdoba),Boca Juniors,River Plate,0,3,,,"Cardetti (15), Ángel (50), C. Ledesma (85)"
amistosos,080,2000-01-29,29 de enero de 2000,Copa de Oro de MDP,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,2,0,,"F. Navas (8), A. Moreno (90)",
amistosos,081,2000-02-09,9 de febrero de 2000,Copa Ciudad de Mar del Plata,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,2,1,,"A. Moreno (p. 26), Battaglia (34)",Ángel (14)
amistosos,082,2001-01-21,21 de enero de 2001,Pentagonal de Verano,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,1,0,,Barijho (64),
amistosos,083,2001-01-25,25 de enero de 2001,Copa Ciudad de Córdoba,,Mario A. Kempes; (Córdoba),Boca Juniors,River Plate,2,1,,"Riquelme (27), C. Rodríguez (61)",Cardetti (73)
amistosos,084,2001-02-06,6 de febrero de 2001,Copa Revancha,,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,1,0,,E. Herrera (10),
amistosos,085,2002-01-23,23 de enero de 2002,Copa Desafío,,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,1,1,(4-5p.),Riquelme (3),Fonseca (90)
amistosos,086,2002-01-26,26 de enero de 2002,Copa Ciudad de Mar del Plata / Copa Revancha,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,4,0,,"Carreño (4, 59), O. Pérez (12), Delgado (19)",
amistosos,087,2002-01-30,30 de enero de 2002,Copa Ciudad de Córdoba,,Mario A. Kempes; (Córdoba),Boca Juniors,River Plate,0,1,,,Cavenaghi (45)
amistosos,088,2002-06-15,15 de junio de 2002,Amistoso,,"Orange Bowl; (Miami, EE. UU.)",Boca Juniors,River Plate,1,2,,N. Burdisso (7),"Lequi (89), Raponi (90)"
amistosos,089,2003-01-19,19 de enero de 2003,Pentagonal de Verano,,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,1,0,,E. González (37),
amistosos,090,2003-01-25,25 de enero de 2003,Copa Desafío,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,0,0,(5-4p.),,
amistosos,091,2003-02-07,7 de febrero de 2003,Copa Revancha,,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,3,3,(5-3p.),"Caneo (17), A. Moreno (19), C. González (89)","Cuevas (6, 47), Coudet (28)"
amistosos,092,2004-01-24,24 de enero de 2004,Pentagonal de Verano,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,0,1,,,D. Montenegro (45)
amistosos,093,2004-02-04,4 de febrero de 2004,Copa Revancha,,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,1,3,,Caneo (40),"Ludueña (35), Sand (42), D. Montenegro (80)"
amistosos,094,2005-01-22,22 de enero de 2005,Pentagonal de Verano,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,0,0,,,
amistosos,095,2005-01-30,30 de enero de 2005,Copa Revancha,,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,2,0,,"Palacio (7), P. Ledesma (74)",
amistosos,096,2006-01-14,14 de enero de 2006,Pentagonal de Verano,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,3,2,,"Palacio (43, 48), D. Díaz (73)","D. Montenegro (58), L. Fernández (90)"
amistosos,097,2006-01-17,17 de enero de 2006,Copa Desafío,,Padre Ernesto Martearena (Salta),Boca Juniors,River Plate,0,3,,,"Santana (10), D. Montenegro (70), Oberman (83)"
amistosos,098,2007-01-20,20 de enero de 2007,Pentagonal de Verano,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,0,2,,,"Falcao (48), D. Galván (63)"
amistosos,099,2007-02-01,1 de febrero de 2007,Copa Revancha,,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,1,1,(5-6p.),Palermo (39),P. Ferrari (59)
amistosos,100,2008-01-26,26 de enero de 2008,Pentagonal de Verano,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,2,0,,"Battaglia (19), Palermo (56)",
amistosos,101,2008-02-02,2 de febrero de 2008,Copa Revancha,,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,2,3,,"Paletta (16), Palermo (p. 49)","Falcao (24), Abreu (33), Ortega (p. 41)"
amistosos,102,2009-01-24,24 de enero de 2009,Pentagonal de Verano,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,2,1,,"Dátolo (40, p. 82)",Cabral (32)
amistosos,103,2009-02-01,1 de febrero de 2009,Copa Revancha,,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,2,0,,"Mouche (45), Roncaglia (76)",
amistosos,104,2010-01-20,20 de enero de 2010,Copa Desafío,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,1,3,,Palermo (30),"Rodrigo Rojas (3), Rogelio Funes Mori (55), Villalva (64)"
amistosos,105,2010-01-24,24 de enero de 2010,Copa Revancha,,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,1,1,(1-3p.),Viatri (31),G. Bou (52)
amistosos,106,2011-01-22,22 de enero de 2011,Copa Luis B. Nofal (Ida),,José María Minella; (Mar del Plata),Boca Juniors,River Plate,2,0,,"Colazo (10), Palermo (32)",
amistosos,107,2011-02-02,2 de febrero de 2011,Copa Luis B. Nofal (Revancha),,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,1,1,,Palermo (26),Pavone (7)
amistosos,108,2012-01-25,25 de enero de 2012,Copa Luis B. Nofal (Ida),,"Centenario (Resistencia, Chaco)",Boca Juniors,River Plate,2,0,,"Blandi (7, 79)",
amistosos,109,2012-01-29,29 de enero de 2012,Copa Luis B. Nofal (Revancha),,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,1,0,,Mouche (29),
amistosos,110,2013-01-19,19 de enero de 2013,Copa Centenario Liga Marplatense de Fútbol,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,0,2,,,"Mora (68, 82)"
amistosos,111,2013-01-29,29 de enero de 2013,Copa Luis B. Nofal,,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,0,0,(5-4p.),,
